Zug@Station@Kürzel der Station@Strecke@Fahrweg@Gleis@Durchrutschweg@Ankunftszeit@Abfahrtszeit@Abfahrtszeit Fix@Planhaltezeit@Mindesthaltezeit@Einfahrt auf Hp1 bei Planhalt@Technische Mindestfahrzeit@Regelfahrzeitzuschlag absolut@Mindestfahrzeit@Bauzuschlag@Zuschlag 2@Zuschlag 3@Regelfahrzeit@Fahrzeitüberschuss@Planfahrzeit@Fahrzeitstütze@Verknüpfungen, ankommende Züge@Verknüpfungen, wartende Züge@Haltetyp@Durchfahrgleis bei Ausfall des Betriebshaltes@Fahrweg bei Ausfall des Betriebshaltes@Fahrzeitüberschuss prozentual@Regelfahrzeitzuschlag prozentual@Haltezeitreserve@Fahrzeitreserve@Gesamtreserve@in der Simulation abbaubare Reserven@Zugkonfiguration@Zugkonfigurationsname@Zuglänge@Eingestellte Triebfahrzeugtypen@Ankunftverspätung@Abfahrtverspätung@Wunschankunftszeit@Wunschabfahrtszeit@Wunschgleis@Wunschfahrweg@Geschwindigkeit / Planfahrzeit@Geschwindigkeit / techn.Mindestfahrzeit@Geschwindigkeit an der Station@Mechanische Energie@Anzahl einsteigender Fahrgäste ohne Umsteiger@Anzahl aussteigender Fahrgäste ohne Umsteiger@Anzahl einsteigender Umsteiger@Anzahl aussteigender Umsteiger@Summe der Anzahl einsteigender Fahrgäste@Summe der Anzahl aussteigender Fahrgäste@Differenz Fahrgastzahlen@Anzahl ankommender Fahrgäste@Anzahl abfahrender Fahrgäste@Gattung@Besteller@Traktionist@Qualitätsstufe@LÜ-Klasse@KV-Kodifizierung@Wagenübergang@Lokübergang@Anschlussbeziehungen@Bemerkung@Von Bahnhof@Von Bahnhof Kürzel@Nach Bahnhof@Nach Bahnhof Kürzel@Startbahnhof@Startbahnhof Kürzel@Zielbahnhof@Zielbahnhof Kürzel@Vö. Verkehrstag@Vö. Ankunft@Ankunft drucken@Vö. Abfahrt@Abfahrt drucken
S 34474 Do@Hannover-Wülfel@HWU@1733@HHML(1732-2)-416-HH(1733-2)@G-416@@@22:31:24@@@@@164@5@169@0@0@0@169@9@178@Ja@@@Kein Halt@@@5,4@3,0@@14@14@14@ 4020/S@S 424_4_2@135@424_4_2@@@22:31:24@22:31:24@G-416@HHML(1732-2)-416-HH(1733-2)@90@120@116@44,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han Bismarckstr@HHBI@1760@HORX-722-HH(1760)@B-722@1-1000@22:34:22@22:35:10@Ja@48@30@@162@5@167@0@0@0@167@16@183@Ja@@@Planhalt@@@9,7@3,0@18@21@39@21@ 4020/S@S 424_4_2@135@424_4_2@@@22:34:22@22:35:10@B-722@HORX-722-HH(1760)@76@100@0@61,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@22:38:13@22:41:18@Ja@185@120@@103@3@106@0@0@0@106@11@117@Ja@@@Planhalt@@@10,9@3,0@65@14@79@14@ 4020/S@S 424_4_2@135@424_4_2@@@22:38:13@22:41:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@80@120@0@89,4@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@22:43:15@@@@@27@1@28@0@0@0@28@3@31@Ja@@@Kein Halt@@@12,8@3,0@@4@4@4@ 4020/S@S 424_4_2@135@424_4_2@@@22:43:15@22:43:15@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@111,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han-Nordstadt@HHN@1711@HH(1705-1)-302-HLEG(1711-1)@A-302@1-1000@22:43:46@22:44:16@@30@30@@151@5@155@0@0@0@155@-6@149@Ja@@@Planhalt@@@-4,1@3,0@@-2@-2@0@ 4020/S@S 424_4_2@135@424_4_2@@@22:43:46@22:44:16@A-302@HH(1705-1)-302-HLEG(1711-1)@97@110@0@111,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han-Ledeburg@HLEG@1711@HHZ-HVIN@A-81@@22:46:45@22:47:15@@30@30@@24@1@25@0@0@0@25@2@27@Ja@@@Planhalt@@@7,4@3,0@@3@3@3@ 4020/S@S 424_4_2@135@424_4_2@@@22:46:45@22:47:15@A-81@HHZ-HVIN@55@83@0@157,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han-Ledebg Abzw@HLEA@1711@HLEG-HVIN@G-1@@@22:47:42@@@@@81@2@83@0@0@0@83@5@88@Ja@@@Kein Halt@@@6,1@3,0@@7@7@7@ 4020/S@S 424_4_2@135@424_4_2@@@22:47:42@22:47:42@G-1@HLEG-HVIN@100@120@55@166,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34474 Do@Han-Vinnhorst@HVIN@1711@HLEA(1711)-12-HLGH@A-12@1-1000@22:49:10@22:49:40@@30@30@@@@@@@@@@@@@@Planhalt@@@@@@@@@ 4020/S@S 424_4_2@135@424_4_2@@@22:49:10@22:49:40@A-12@HLEA(1711)-12-HLGH@100@120@0@191,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34475 Do@Han-Vinnhorst@HVIN@1711@HLGH(1711)-31-HLEA@D-31@1-1000@23:07:25@23:07:55@Ja@30@30@@67@2@69@0@0@0@69@3@72@Ja@@@Planhalt@@@3,9@3,0@@5@5@5@ 4020/S@S 424_4_2@135@424_4_2@@@23:07:25@23:07:55@D-31@HLGH(1711)-31-HLEA@101@120@0@0,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han-Ledebg Abzw@HLEA@1711@HVIN-HLEG@G-2@@@23:09:07@@@@@38@1@39@0@0@0@39@3@42@Ja@@@Kein Halt@@@7,6@3,0@@4@4@4@ 4020/S@S 424_4_2@135@424_4_2@@@23:09:07@23:09:07@G-2@HVIN-HLEG@96@96@96@36,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han-Ledeburg@HLEG@1711@HVIN-HHZ@B-82@@23:09:49@23:10:31@Ja@42@30@@143@4@147@0@0@0@147@11@158@Ja@@@Planhalt@@@7,5@3,0@12@15@27@15@ 4020/S@S 424_4_2@135@424_4_2@@@23:09:49@23:10:31@B-82@HVIN-HHZ@86@110@0@36,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han-Nordstadt@HHN@1705@HLEG(1711-2)-301-HH(1705-2)@B-301@@23:13:09@23:13:39@@30@30@@10@0@10@0@0@0@10@0@10@Ja@@@Planhalt@@@-2,0@3,0@@0@@0@ 4020/S@S 424_4_2@135@424_4_2@@@23:13:09@23:13:39@B-301@HLEG(1711-2)-301-HH(1705-2)@34@34@0@65,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@23:13:49@@@@@129@4@133@0@0@0@133@17@150@Ja@@@Kein Halt@@@13,4@3,0@@21@21@21@ 4020/S@S 424_4_2@135@424_4_2@@@23:13:49@23:13:49@G-1000@HHN(1705)-301F-HH(1705)@71@120@34@68,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Hannover Hbf@HH@1760@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@23:16:19@23:19:17@Ja@178@174@@161@5@166@0@0@0@166@-4@162@Ja@@@Planhalt@@@-2,6@3,0@4@1@5@1@ 4020/S@S 424_4_2@135@424_4_2@@@23:16:19@23:19:17@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@99@100@0@91,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han Bismarckstr@HHBI@1732@HH(1760)-701E-HHML(1732)@A-701@1-1000@23:21:59@23:22:29@@30@30@@128@4@131@0@0@0@131@6@137@Ja@@@Planhalt@@@4,4@3,0@@9@9@9@ 4020/S@S 424_4_2@135@424_4_2@@@23:21:59@23:22:29@A-701@HH(1760)-701E-HHML(1732)@107@120@0@130,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Hannover-Wülfel@HWU@1732@HH(1732)-413/713-HHML@G-413@@@23:24:46@@@@@57@2@59@0@0@0@59@2@61@Ja@@@Kein Halt@@@4,3@3,0@@4@4@4@ 4020/S@S 424_4_2@135@424_4_2@@@23:24:46@23:24:46@G-413@HH(1732)-413/713-HHML@92@120@107@181,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34475 Do@Han Mess/Laatzen@HHML@1732@HWU(1732-1)-713-HRTN@A-13@1-1000@23:25:47@23:26:35@@48@48@@@@@@@@@@@@@@Planhalt@@@@@@@@@ 4020/S@S 424_4_2@135@424_4_2@@@23:25:47@23:26:35@A-13@HWU(1732-1)-713-HRTN@92@120@0@183,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34477 Do@Han-Vinnhorst@HVIN@1711@HLGH(1711)-31-HLEA@D-31@1-1000@23:37:25@23:37:55@Ja@30@30@@67@2@69@0@0@0@69@3@72@Ja@@@Planhalt@@@3,9@3,0@@5@5@5@ 4020/S@S 424_4_2@135@424_4_2@@@23:37:25@23:37:55@D-31@HLGH(1711)-31-HLEA@101@120@0@0,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34477 Do@Han-Ledebg Abzw@HLEA@1711@HVIN-HLEG@G-2@@@23:39:07@@@@@38@1@39@0@0@0@39@3@42@Ja@@@Kein Halt@@@7,6@3,0@@4@4@4@ 4020/S@S 424_4_2@135@424_4_2@@@23:39:07@23:39:07@G-2@HVIN-HLEG@96@96@96@36,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34477 Do@Han-Ledeburg@HLEG@1711@HVIN-HHZ@B-82@@23:39:49@23:40:31@Ja@42@30@@143@4@147@0@0@0@147@11@158@Ja@@@Planhalt@@@7,5@3,0@12@15@27@15@ 4020/S@S 424_4_2@135@424_4_2@@@23:39:49@23:40:31@B-82@HVIN-HHZ@86@110@0@36,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34477 Do@Han-Nordstadt@HHN@1705@HLEG(1711-2)-301-HH(1705-2)@B-301@@23:43:09@23:43:39@@30@30@@10@0@10@0@0@0@10@0@10@Ja@@@Planhalt@@@-2,0@3,0@@0@@0@ 4020/S@S 424_4_2@135@424_4_2@@@23:43:09@23:43:39@B-301@HLEG(1711-2)-301-HH(1705-2)@34@34@0@65,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34477 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@23:43:49@@@@@129@4@133@0@0@0@133@17@150@Ja@@@Kein Halt@@@13,4@3,0@@21@21@21@ 4020/S@S 424_4_2@135@424_4_2@@@23:43:49@23:43:49@G-1000@HHN(1705)-301F-HH(1705)@71@120@34@68,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34477 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@23:46:19@23:48:19@@120@120@@@@@@@@@@@@@@Planhalt@@@@@@@@@ 4020/S@S 424_4_2@135@424_4_2@@@23:46:19@23:48:19@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@71@120@0@91,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34478 Do@Han Mess/Laatzen@HHML@1732@HRTN-716-HWU(1732-2)@B-16@1-1000@23:29:53@23:30:41@Ja@48@42@@44@1@46@0@0@0@46@-3@43@Ja@@@Planhalt@@@-6,3@3,0@6@-1@5@0@ 4020/S@S 424_4_2@135@424_4_2@@@23:29:53@23:30:41@B-16@HRTN-716-HWU(1732-2)@117@117@0@3,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Hannover-Wülfel@HWU@1733@HHML(1732-2)-416-HH(1733-2)@G-416@@@23:31:24@@@@@164@5@169@0@0@0@169@9@178@Ja@@@Kein Halt@@@5,4@3,0@@14@14@14@ 4020/S@S 424_4_2@135@424_4_2@@@23:31:24@23:31:24@G-416@HHML(1732-2)-416-HH(1733-2)@90@120@116@44,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han Bismarckstr@HHBI@1760@HORX-722-HH(1760)@B-722@1-1000@23:34:22@23:35:10@Ja@48@30@@162@5@167@0@0@0@167@16@183@Ja@@@Planhalt@@@9,7@3,0@18@21@39@21@ 4020/S@S 424_4_2@135@424_4_2@@@23:34:22@23:35:10@B-722@HORX-722-HH(1760)@76@100@0@61,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@23:38:13@23:41:18@Ja@185@120@@103@3@106@0@0@0@106@11@117@Ja@@@Planhalt@@@10,9@3,0@65@14@79@14@ 4020/S@S 424_4_2@135@424_4_2@@@23:38:13@23:41:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@80@120@0@89,4@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@23:43:15@@@@@27@1@28@0@0@0@28@3@31@Ja@@@Kein Halt@@@12,8@3,0@@4@4@4@ 4020/S@S 424_4_2@135@424_4_2@@@23:43:15@23:43:15@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@111,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han-Nordstadt@HHN@1711@HH(1705-1)-302-HLEG(1711-1)@A-302@1-1000@23:43:46@23:44:16@@30@30@@151@5@155@0@0@0@155@-6@149@Ja@@@Planhalt@@@-4,1@3,0@@-2@-2@0@ 4020/S@S 424_4_2@135@424_4_2@@@23:43:46@23:44:16@A-302@HH(1705-1)-302-HLEG(1711-1)@97@110@0@111,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han-Ledeburg@HLEG@1711@HHZ-HVIN@A-81@@23:46:45@23:47:15@@30@30@@24@1@25@0@0@0@25@2@27@Ja@@@Planhalt@@@7,4@3,0@@3@3@3@ 4020/S@S 424_4_2@135@424_4_2@@@23:46:45@23:47:15@A-81@HHZ-HVIN@55@83@0@157,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han-Ledebg Abzw@HLEA@1711@HLEG-HVIN@G-1@@@23:47:42@@@@@81@2@83@0@0@0@83@5@88@Ja@@@Kein Halt@@@6,1@3,0@@7@7@7@ 4020/S@S 424_4_2@135@424_4_2@@@23:47:42@23:47:42@G-1@HLEG-HVIN@100@120@55@166,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34478 Do@Han-Vinnhorst@HVIN@1711@HLEA(1711)-12-HLGH@A-12@1-1000@23:49:10@23:49:40@@30@30@@@@@@@@@@@@@@Planhalt@@@@@@@@@ 4020/S@S 424_4_2@135@424_4_2@@@23:49:10@23:49:40@A-12@HLEA(1711)-12-HLGH@100@120@0@191,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34501 Do@Han-Vinnhorst@HVIN@1711@HLGH(1711)-31-HLEA@D-31@1-1000@ 0:14:15@ 0:14:45@Ja@30@30@@67@2@69@0@0@0@69@10@79@Ja@@@Planhalt@@@14,3@3,0@@12@12@12@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:14:15@ 0:14:45@D-31@HLGH(1711)-31-HLEA@86@120@0@0,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34501 Do@Han-Ledebg Abzw@HLEA@1711@HVIN-HLEG@G-2@@@ 0:16:04@@@@@38@1@39@0@0@0@39@7@46@Ja@@@Kein Halt@@@18,2@3,0@@8@8@8@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:16:04@ 0:16:04@G-2@HVIN-HLEG@29@96@86@27,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34501 Do@Han-Ledeburg@HLEG@1711@HVIN-HHZ@B-82@@ 0:16:50@ 0:17:20@@30@30@@143@4@147@0@0@0@147@18@165@Ja@@@Planhalt@@@12,4@3,0@@22@22@22@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:16:50@ 0:17:20@B-82@HVIN-HHZ@81@110@0@27,9@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34501 Do@Han-Nordstadt@HHN@1705@HLEG(1711-2)-301-HH(1705-2)@B-301@@ 0:20:05@ 0:20:35@@30@30@@10@0@10@0@0@0@10@-1@9@Ja@@@Planhalt@@@-12,1@3,0@@-1@-1@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:20:05@ 0:20:35@B-301@HLEG(1711-2)-301-HH(1705-2)@34@34@0@53,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34501 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@ 0:20:44@@@@@129@4@133@0@0@0@133@23@156@Ja@@@Kein Halt@@@18,0@3,0@@27@27@27@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:20:44@ 0:20:44@G-1000@HHN(1705)-301F-HH(1705)@67@120@34@57,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34501 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@ 0:23:20@ 0:25:38@Ja@138@60@@@@@@@@@@@@@@Planhalt@@@@@78@@78@@ 4019/S@S 424_4_2@135@424_4_2@@@ 0:23:20@ 0:25:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@67@120@0@78,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34517 Do@Hannover Hbf@HH@1760@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@ 4:53:06@ 4:55:18@Ja@132@60@@161@5@166@0@0@0@166@-1@165@Ja@@@Planhalt@@@-0,7@3,0@72@4@76@4@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:53:06@ 4:55:18@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@94@100@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Han Bismarckstr@HHBI@1760@HH(1760)-701E-HWHN@A-701@1-1000@ 4:58:03@ 4:58:33@@30@30@@59@2@61@0@0@0@61@-1@60@Ja@@@Planhalt@@@-1,6@3,0@@1@1@1@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:58:03@ 4:58:33@A-701@HH(1760)-701E-HWHN@88@90@0@35,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Waldhausen@HWHN@1760@HH(1760)-HLI R(1760)@G-1000@@@ 4:59:33@@@@@168@5@173@0@0@0@173@5@178@Ja@@@Kein Halt@@@2,7@3,0@@10@10@10@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:59:33@ 4:59:33@G-1000@HH(1760)-HLI R(1760)@84@90@88@63,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Sbk883 (1760)@H883W@1760@HWHN-HLI@X-1@@@ 5:01:26@@@@@@@@@@@@@@@@@Kein Halt@@@@@@@@@ 4019/S@S 424_4_2@135@424_4_2@@@@@X-1@HWHN-HLI@84@90@84@69,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Ha-Li/Fischerhof@HLI R@1760@HWHN(1760)-132-HLI(1760)@A-2@@ 5:02:31@ 5:03:13@Ja@42@30@@42@1@43@0@0@0@43@-1@42@Ja@@@Planhalt@@@-3,0@3,0@12@0@12@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:02:31@ 5:03:13@A-2@HWHN(1760)-132-HLI(1760)@110@110@0@73,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Hannover-Linden@HLI@1760@HWHN(1760)-002/042-HEMP(1760)@G-42@@@ 5:03:55@@@@@73@2@75@0@0@0@75@-2@73@Ja@@@Kein Halt@@@-3,3@3,0@@0@@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:03:55@ 5:03:55@G-42@HWHN(1760)-002/042-HEMP(1760)@120@120@110@111,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Hannover-Bornum@HHBO@1760@HLI-HWEZ@G-662@@@ 5:05:08@@@@@22@1@22@0@0@0@22@1@23@Ja@@@Kein Halt@@@2,6@3,0@@1@1@1@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:05:08@ 5:05:08@G-662@HLI-HWEZ@115@120@120@131,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Empelde Abzw@HEMA@1760@HLI-HWEZ@G-1@@@ 5:05:31@@@@@19@1@19@0@0@0@19@0@19@Ja@@@Kein Halt@@@-1,2@3,0@@0@@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:05:31@ 5:05:31@G-1@HLI-HWEZ@120@120@115@135,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Empelde@HEMP@1760@HHLH(1752)-HWEZ(1760)@G-652@@@ 5:05:50@@@@@65@2@67@0@0@0@67@4@71@Ja@@@Kein Halt@@@6,4@3,0@@6@6@6@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:05:50@ 5:05:50@G-652@HHLH(1752)-HWEZ(1760)@109@120@120@142,8@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34517 Do@Ronnenberg@HRBG@1760@HLI-3-HHM@G-733@@@ 5:07:01@@@@@@@@@@@@@@@@@Kein Halt@@@@@@@@@ 4019/S@S 424_4_2@135@424_4_2@@@ 5:07:01@ 5:07:01@G-733@HLI-3-HHM@109@120@109@153,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34518 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@ 4:31:19@ 4:35:31@Ja@252@108@@103@3@106@0@0@0@106@11@117@Ja@@@Planhalt@@@10,9@3,0@144@14@158@14@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:31:19@ 4:35:31@I-2@HHBI(1760)-2A/402-HHZ(1705)@80@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34518 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@ 4:37:28@@@@@27@1@28@0@0@0@28@5@33@Ja@@@Kein Halt@@@20,3@3,0@@6@6@6@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:37:28@ 4:37:28@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@22,4@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34518 Do@Han-Nordstadt@HHN@1711@HH(1705-1)-302-HLEG(1711-1)@A-302@1-1000@ 4:38:01@ 4:38:37@Ja@36@30@@151@5@155@0@0@0@155@-8@147@Ja@@@Planhalt@@@-5,4@3,0@6@-4@2@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:38:01@ 4:38:37@A-302@HH(1705-1)-302-HLEG(1711-1)@110@110@0@22,4@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34518 Do@Han-Ledeburg@HLEG@1711@HHZ-HVIN@A-81@@ 4:41:04@ 4:41:34@@30@30@@24@1@25@0@0@0@25@3@28@Ja@@@Planhalt@@@11,5@3,0@@4@4@4@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:41:04@ 4:41:34@A-81@HHZ-HVIN@83@83@0@77,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34518 Do@Han-Ledebg Abzw@HLEA@1711@HLEG-HVIN@G-1@@@ 4:42:02@@@@@81@2@83@0@0@0@83@14@97@Ja@@@Kein Halt@@@17,3@3,0@@16@16@16@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:42:02@ 4:42:02@G-1@HLEG-HVIN@80@120@83@97,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34518 Do@Han-Vinnhorst@HVIN@1711@HLEA(1711)-12-HLGH@A-12@1-1000@ 4:43:39@ 4:44:15@Ja@36@30@@@@@@@@@@@@@@Planhalt@@@@@6@@6@@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:43:39@ 4:44:15@A-12@HLEA(1711)-12-HLGH@80@120@0@101,7@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34520 Do@Ronnenberg@HRBG@1760@HHM-1-HLI@G-731@@@ 4:50:39@Ja@@@@65@2@67@0@0@0@67@0@67@Ja@@@Kein Halt@@@0,2@3,0@@2@2@2@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:50:39@ 4:50:39@G-731@HHM-1-HLI@116@120@120@0,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34520 Do@Empelde@HEMP@1760@HWEZ(1760)-HLIH(1752)@G-653@@@ 4:51:46@@@@@19@1@19@0@0@0@19@0@19@Ja@@@Kein Halt@@@-1,2@3,0@@0@@0@ 4019/S@S 424_4_2@135@424_4_2@@@ 4:51:46@ 4:51:46@G-653@HWEZ(1760)-HLIH(1752)@120@120@116@12,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
